"activity_name" "subject" "Frequency_BodyAcc_Mean_X" "Frequency_BodyAcc_Mean_Y" "Frequency_BodyAcc_Mean_Z" "Frequency_BodyAcc_StandardDeviation_X" "Frequency_BodyAcc_StandardDeviation_Y" "Frequency_BodyAcc_StandardDeviation_Z" "Frequency_BodyAccJerk_Mean_X" "Frequency_BodyAccJerk_Mean_Y" "Frequency_BodyAccJerk_Mean_Z" "Frequency_BodyAccJerk_StandardDeviation_X" "Frequency_BodyAccJerk_StandardDeviation_Y" "Frequency_BodyAccJerk_StandardDeviation_Z" "Frequency_BodyAccMag_Mean" "Frequency_BodyAccMag_StandardDeviation" "Frequency_BodyBodyAccJerkMag_Mean" "Frequency_BodyBodyAccJerkMag_StandardDeviation" "Frequency_BodyBodyGyroJerkMag_Mean" "Frequency_BodyBodyGyroJerkMag_StandardDeviation" "Frequency_BodyBodyGyroMag_Mean" "Frequency_BodyBodyGyroMag_StandardDeviation" "Frequency_BodyGyro_Mean_X" "Frequency_BodyGyro_Mean_Y" "Frequency_BodyGyro_Mean_Z" "Frequency_BodyGyro_StandardDeviation_X" "Frequency_BodyGyro_StandardDeviation_Y" "Frequency_BodyGyro_StandardDeviation_Z" "Time_BodyAcc_Mean_X" "Time_BodyAcc_Mean_Y" "Time_BodyAcc_Mean_Z" "Time_BodyAcc_StandardDeviation_X" "Time_BodyAcc_StandardDeviation_Y" "Time_BodyAcc_StandardDeviation_Z" "Time_BodyAccJerk_Mean_X" "Time_BodyAccJerk_Mean_Y" "Time_BodyAccJerk_Mean_Z" "Time_BodyAccJerk_StandardDeviation_X" "Time_BodyAccJerk_StandardDeviation_Y" "Time_BodyAccJerk_StandardDeviation_Z" "Time_BodyAccJerkMag_Mean" "Time_BodyAccJerkMag_StandardDeviation" "Time_BodyAccMag_Mean" "Time_BodyAccMag_StandardDeviation" "Time_BodyGyro_Mean_X" "Time_BodyGyro_Mean_Y" "Time_BodyGyro_Mean_Z" "Time_BodyGyro_StandardDeviation_X" "Time_BodyGyro_StandardDeviation_Y" "Time_BodyGyro_StandardDeviation_Z" "Time_BodyGyroJerk_Mean_X" "Time_BodyGyroJerk_Mean_Y" "Time_BodyGyroJerk_Mean_Z" "Time_BodyGyroJerk_StandardDeviation_X" "Time_BodyGyroJerk_StandardDeviation_Y" "Time_BodyGyroJerk_StandardDeviation_Z" "Time_BodyGyroJerkMag_Mean" "Time_BodyGyroJerkMag_StandardDeviation" "Time_BodyGyroMag_Mean" "Time_BodyGyroMag_StandardDeviation" "Time_GravityAcc_Mean_X" "Time_GravityAcc_Mean_Y" "Time_GravityAcc_Mean_Z" "Time_GravityAcc_StandardDeviation_X" "Time_GravityAcc_StandardDeviation_Y" "Time_GravityAcc_StandardDeviation_Z" "Time_GravityAccMag_Mean" "Time_GravityAccMag_StandardDeviation"
"SITTING" 15 -0.724845746649275 -0.768754394438889 -0.68062651105 -0.73149826657971 -0.693260163111111 -0.70629824562963 -0.771877975493768 -0.758663082074074 -0.779171405962963 -0.791509383536232 -0.669776244311111 -0.808597868962963 -0.678471449263101 -0.773282705537037 -0.66701377032037 -0.735785018953623 -0.757808527304348 -0.75821543217037 -0.675815045685185 -0.651508925538889 -0.788589417362319 -0.736373418018519 -0.789627639814815 -0.683228935133333 -0.653730491425926 -0.640528646740741 -0.793336733792593 -0.774638494123188 -0.680608364158148 -0.786465590407407 -0.730879645188406 -0.768545992955556 -0.679793775157407 -0.718863797569565 -0.736759451490741 -0.692891205312963 -0.746359678782609 -0.756242543140741 -0.787059646613044 -0.728076442324074 -0.694547055831481 -0.773936878953623 -0.804050251759259 -0.793071502 -0.743238089566667 -0.730737865375926 -0.754829961666667 -0.812176268425926 -0.753306150122222 -0.756478059652174 -0.758952902475926 -0.702302184740741 -0.733363935666667 -0.771565502907407 -0.70534415835 -0.69094838235 -0.795360525190741 -0.727570612846377 -0.760175885092593 -0.673415763973478 -0.728218207574074 -0.635925482777778 -0.608432276257246 -0.786141946446296 -0.723148937712963 -0.733495265074074
"SITTING" 16 -0.7524196621448 -0.734657173094203 -0.760545713888889 -0.754539389424 -0.675487407756522 -0.747921855539682 -0.767465848637467 -0.744628499768116 -0.789895298269841 -0.78023381886 -0.744781407606232 -0.743842886530159 -0.760968352673333 -0.730210830985507 -0.723019190730159 -0.744666555964 -0.762391472823333 -0.731199239717391 -0.647597845391304 -0.71928215434 -0.771422580373333 -0.736531852878261 -0.711285433980952 -0.729996476142933 -0.707906619463768 -0.692931929090476 -0.710611151930159 -0.712190635908 -0.693190104262319 -0.709377948564603 -0.735016409286667 -0.739497336391304 -0.749770126190476 -0.703705088346667 -0.68465718415942 -0.72583261975873 -0.731646246826667 -0.748813274994203 -0.766550556854667 -0.73782583742029 -0.772250839719048 -0.738297220972133 -0.752041112952381 -0.7180624626 -0.679640774582609 -0.707289006833333 -0.744241431868 -0.791322876043478 -0.764619969424921 -0.713456600338667 -0.750576561427536 -0.735611864222381 -0.733598635446667 -0.761977140966667 -0.708538863826667 -0.702266401619048 -0.792677205802857 -0.744664340536 -0.704262628444444 -0.688638706770667 -0.757461466753623 -0.729667431123809 -0.752386193321333 -0.767054770028985 -0.719675139217391 -0.738928444063492
"SITTING" 17 -0.808942457265385 -0.834150398431373 -0.79230142284127 -0.748479079842308 -0.77714626072549 -0.796564987444444 -0.80524664975641 -0.777338928921569 -0.795773124088889 -0.771894114178205 -0.712403593555686 -0.74810919448254 -0.748314958461539 -0.842520321490196 -0.769991782406349 -0.709044545579487 -0.762923737551282 -0.740323737637255 -0.745635307137255 -0.753395430444444 -0.784004888830769 -0.763770075392157 -0.781637200274603 -0.745082301207692 -0.756142318015686 -0.765716231461905 -0.70835794187619 -0.683165119747436 -0.637636410601961 -0.675836685015873 -0.697962332923077 -0.728784690558824 -0.719301991704762 -0.711782522052564 -0.692323700517647 -0.662584529746032 -0.786429029592308 -0.727208374643137 -0.849850847010256 -0.787208508588235 -0.797390080726984 -0.767829001802564 -0.676168218433333 -0.677297689308974 -0.702408244568627 -0.70129871884127 -0.735761537392308 -0.778730075047059 -0.776520185142857 -0.719326381471795 -0.737145607764706 -0.749836609920635 -0.760520994625641 -0.783506430764706 -0.779356857294118 -0.77797443518254 -0.783105999453968 -0.777225302115385 -0.724264132746032 -0.691621274710256 -0.678620232376471 -0.677221816506984 -0.711227746397436 -0.77475728822549 -0.73661973954902 -0.727922560261905
"SITTING" 18 -0.782962570385965 -0.805675137705882 -0.77786695517619 -0.732974170196491 -0.784984852019608 -0.752920688507936 -0.692009057789474 -0.795623121431373 -0.728887514677778 -0.717028408129825 -0.667713647735294 -0.679639585590476 -0.736934106736842 -0.789519851 -0.75791955778254 -0.714699349894737 -0.694779907840351 -0.696084024156863 -0.738123008215686 -0.731308868807937 -0.772488329603509 -0.712469845978431 -0.731531130634921 -0.764006003991228 -0.683319191037255 -0.738523149347619 -0.726727236095238 -0.69305220591407 -0.656244266019608 -0.722075472777778 -0.773449662054386 -0.734392786666667 -0.709503796773016 -0.702715740629698 -0.709488020421569 -0.705268406115873 -0.708325698307018 -0.651710844113725 -0.745456951436842 -0.73130015465098 -0.739411097734921 -0.729214330705263 -0.727463622570667 -0.708546169845614 -0.712448866966275 -0.796307919269841 -0.82546501945614 -0.823416437933333 -0.814894732492063 -0.830770957631579 -0.860185668680392 -0.781622452847619 -0.764822949407193 -0.845547044078431 -0.705024224564706 -0.759331074966667 -0.731758137634921 -0.753523264426316 -0.764579138520635 -0.788941532894737 -0.769592506941176 -0.73878338455746 -0.748595362008772 -0.79109150817451 -0.718380007941177 -0.719618419597778
"SITTING" 19 -0.754995793069136 -0.753006017513889 -0.730017579628788 -0.658525145117778 -0.7386215902875 -0.773718239793939 -0.719284355907037 -0.748529753251389 -0.697641279024242 -0.66269372891358 -0.762132794193056 -0.681617358772727 -0.757346599382716 -0.7498271016125 -0.788280012569697 -0.688046051123457 -0.710929497597161 -0.715484709152778 -0.722812826070833 -0.776754688969697 -0.705055576839506 -0.738411410598708 -0.701089242542424 -0.688534317908642 -0.747204477503611 -0.768044578222727 -0.751028546136364 -0.707870092906173 -0.728421961320833 -0.71999927685 -0.786874339002469 -0.753577782138889 -0.745462277968939 -0.720948818225518 -0.688942786305555 -0.774340799522727 -0.749036975805185 -0.692670190627778 -0.725283470796296 -0.709490330195833 -0.675330319442424 -0.677059508728395 -0.745794889340909 -0.712708940039506 -0.706355991463889 -0.719968877272727 -0.814063046855556 -0.740571055022222 -0.698607110075758 -0.732396019554321 -0.760306723861111 -0.737354095374242 -0.789147446444444 -0.729309228215278 -0.7205745655125 -0.696364102606061 -0.651510484983333 -0.672579181282716 -0.731164907956364 -0.746287722712346 -0.747899470292361 -0.718456746060606 -0.779162648633333 -0.723359989301389 -0.724021203740278 -0.723151129559091
"SITTING" 20 -0.718155289501515 -0.767055305001587 -0.749799417913043 -0.75558938595303 -0.751272035752381 -0.716946470172464 -0.738367310278788 -0.751256697884127 -0.68897630373913 -0.754810681927273 -0.741128183412698 -0.70341383934058 -0.694748830767576 -0.728484930466667 -0.735683209333333 -0.748862617587879 -0.743432659818182 -0.708850409206349 -0.762240091647619 -0.726447226413043 -0.720788064460606 -0.709034937630159 -0.712440869184058 -0.736343995384849 -0.735924207719048 -0.752741929144928 -0.714903100378261 -0.734285956048485 -0.745630080580952 -0.70334924126087 -0.724448206090909 -0.692023837231746 -0.695871031855072 -0.739250522701515 -0.747908015047619 -0.661371329682609 -0.704421461706061 -0.697756856285714 -0.729291707045455 -0.717390409934921 -0.718506517463768 -0.770000623833333 -0.671718766368116 -0.753287715178788 -0.680223792365079 -0.705376221567971 -0.72045300659697 -0.70272548682381 -0.744382350278261 -0.741444631022727 -0.712164640377778 -0.753036998311594 -0.706621379257576 -0.739338691715397 -0.713495495126984 -0.721258259834783 -0.708001899637681 -0.790311754910606 -0.743645568492754 -0.734791084318182 -0.740574125473016 -0.758713197695652 -0.698717627951515 -0.720118696330159 -0.721331868895238 -0.700844596827536
"SITTING" 21 -0.699932455155556 -0.767767976222222 -0.771764908861261 -0.704189946636111 -0.715218651861111 -0.707592417689189 -0.711759874693056 -0.749695305376389 -0.745058219813514 -0.793276570601389 -0.767660488145833 -0.734665786392559 -0.715738809513889 -0.747933922763889 -0.769007538011712 -0.764109746102778 -0.749348938273611 -0.711587680751389 -0.72680133425 -0.697336453764865 -0.782722402013889 -0.787599130598611 -0.786129411198198 -0.779247755186111 -0.8012752582875 -0.750685871705405 -0.740506452464133 -0.828183507736111 -0.746029344359722 -0.729036655945045 -0.7700342449375 -0.730088407951389 -0.77090143035018 -0.752565165284722 -0.726737957972222 -0.683668472505405 -0.752766162613889 -0.761071883625 -0.745705844766667 -0.754369719677778 -0.710594440045099 -0.73039615275 -0.731439208821622 -0.802765034805556 -0.769011536019444 -0.762916290369369 -0.721448848226389 -0.736443675025 -0.795700500861261 -0.692471849805556 -0.68873372945 -0.714025953281982 -0.679855992645833 -0.7088367261375 -0.79216694937625 -0.77266288 -0.734004724515315 -0.742018710558333 -0.794648112414414 -0.763732898520833 -0.717589229826389 -0.755587026765766 -0.694631174718889 -0.717404923972222 -0.724869478360556 -0.672513543177297
"SITTING" 22 -0.675378946816667 -0.644680582902778 -0.720912663525926 -0.73445492015 -0.649742194180556 -0.756735561314815 -0.685326094016667 -0.741236657622222 -0.686552591242593 -0.72579278464 -0.764889136527778 -0.684339700253704 -0.7211099458 -0.647861054322917 -0.715869637759259 -0.721869155833333 -0.73511398267 -0.769045476127778 -0.65864354184875 -0.78616032052037 -0.676802588166667 -0.790604402569444 -0.684741493122222 -0.709304641236667 -0.685226750277778 -0.755298203703704 -0.685754064944444 -0.740259091024333 -0.795896392069444 -0.66623009312963 -0.707563635395 -0.768922031666667 -0.728986912333333 -0.761186156066667 -0.707298603148611 -0.78741598342963 -0.75781796745 -0.794891991363889 -0.678093648333333 -0.811855510486111 -0.720411422792593 -0.7439991198 -0.691351705346296 -0.79085013347 -0.755359798819444 -0.702893531037037 -0.721316108916667 -0.676381842401389 -0.734435195140741 -0.749658990065 -0.637803264170833 -0.790760962092593 -0.696883478992333 -0.653521596366667 -0.697116716541667 -0.747838697925926 -0.712210453612963 -0.727413825266667 -0.664712593557407 -0.723023966215 -0.682911520405556 -0.764258769916667 -0.736882590029333 -0.64927904395 -0.737363254965278 -0.734916598074074
"SITTING" 23 -0.645545464181159 -0.717262507282051 -0.693072395282456 -0.715622149246377 -0.709288769134615 -0.787233608964912 -0.713446945724638 -0.777389575589744 -0.781572036952632 -0.767112524443043 -0.690406181319231 -0.790701458259649 -0.678010269604348 -0.720069618970513 -0.716689194294737 -0.771605062342029 -0.742930383278261 -0.784574019076923 -0.712304062349231 -0.810816334754386 -0.729621987723188 -0.758815905679487 -0.685552255214035 -0.688293048724638 -0.661027823075641 -0.754504497701754 -0.752763080999298 -0.809136701507246 -0.706550509384615 -0.788976306333333 -0.775123173376812 -0.741335320115385 -0.664800935138597 -0.74261251564058 -0.725412128882051 -0.79753630775614 -0.713060183681159 -0.766302584051282 -0.700769919956522 -0.72718931580641 -0.728498407119298 -0.755481453227536 -0.693512595615789 -0.762214903973913 -0.68576594576282 -0.7445084695 -0.69397383949942 -0.728873695397436 -0.658508269666667 -0.689104649710145 -0.715230248358974 -0.776124408192982 -0.631594014318841 -0.776337112328205 -0.644703329357308 -0.726632412773684 -0.664640329531404 -0.708986106 -0.693567990681281 -0.738021359126087 -0.672129747475641 -0.738187117782456 -0.676304104452319 -0.764492503670026 -0.704011812846154 -0.794883936068421
"SITTING" 24 -0.77316993616 -0.737591963487654 -0.792671571012698 -0.74291813905 -0.749130922759259 -0.713813743412698 -0.759567071626667 -0.693179350705556 -0.662226527698413 -0.6952057838 -0.701922330691358 -0.721762177118254 -0.833403276756667 -0.814497019075309 -0.793194885444444 -0.717777313766667 -0.728683995665 -0.707816860222222 -0.753237739834568 -0.691011340671429 -0.729188918783333 -0.734784312128395 -0.759740009587302 -0.721763068206667 -0.801770811009877 -0.771890200079365 -0.676191060074603 -0.682295526216667 -0.722136206802469 -0.734541061003175 -0.753921075021667 -0.771535441950617 -0.75162928517619 -0.727635969916667 -0.705456645892593 -0.722321591730159 -0.6948025651535 -0.683837496002469 -0.676737991031667 -0.677721185679012 -0.67962750193 -0.713550924566667 -0.692853432336508 -0.692036937516667 -0.713559500580247 -0.781112693443492 -0.7460976514 -0.757820062975309 -0.799429071142857 -0.765868813686833 -0.772244751753086 -0.778604473009524 -0.789010998461333 -0.698784879024691 -0.732411885540494 -0.805489408017175 -0.731588443834921 -0.685901398981333 -0.769340125120635 -0.74896966209785 -0.785105659444444 -0.767375471650794 -0.817786361205 -0.782814844962963 -0.667311907012346 -0.708147407555556
"SITTING" 25 -0.748848583021333 -0.743220772445098 -0.679620731695652 -0.712589587501333 -0.809845120707843 -0.719107412137681 -0.752993711701333 -0.794042731764706 -0.746289552656522 -0.716454783450667 -0.782691796509804 -0.779928389353623 -0.74644709522 -0.698063112554902 -0.700095186494203 -0.749035008373333 -0.784806313053333 -0.798270469896078 -0.785881556607843 -0.763425446133333 -0.741683664881333 -0.713174151266667 -0.726878256105797 -0.701615482732 -0.712837256390196 -0.715109630937681 -0.777363036902899 -0.724218333929333 -0.800044556294118 -0.824124039623188 -0.7652490328 -0.736258317411765 -0.682065593867101 -0.714544598134133 -0.734795546121569 -0.736641070857971 -0.803068413898267 -0.718649662823529 -0.767904227641333 -0.686937053086275 -0.719201266072464 -0.726986373065333 -0.796057368397102 -0.725260889373333 -0.742689761837255 -0.748013064873913 -0.767194317529333 -0.69148455974902 -0.705382858965217 -0.664566639653333 -0.746625678627451 -0.690674514666667 -0.766625828273733 -0.709226535696078 -0.723423035176471 -0.710145524623188 -0.788624362407246 -0.706805787618667 -0.757005840366667 -0.648654132914667 -0.739237091294118 -0.706850588449275 -0.735121799705333 -0.675796837490196 -0.767399408052941 -0.755307778671594
"SITTING" 26 -0.730742663848485 -0.790459487457692 -0.765680917533333 -0.807297360530303 -0.782952352476923 -0.765712744752222 -0.765537693065152 -0.790976944102564 -0.758272138333333 -0.751591388113636 -0.739714098134615 -0.72819644345 -0.76372831819697 -0.760377346926923 -0.771507864266667 -0.840011673336364 -0.792172152819364 -0.774353980012821 -0.747023933307692 -0.744051210374778 -0.676932566651515 -0.753668902738462 -0.735834915882222 -0.738426191945455 -0.687061419835897 -0.724156768475556 -0.739597063058889 -0.784777638334848 -0.703635732333333 -0.736478894295556 -0.684230836533333 -0.704330649853846 -0.722917233277778 -0.711931801922727 -0.710048023201282 -0.696603988602222 -0.637523073427273 -0.742954679167949 -0.638549601924242 -0.739990923695513 -0.722256500177778 -0.698302465378788 -0.684869803999778 -0.659475860342424 -0.719008638126282 -0.71783719782 -0.653889954515152 -0.725207663110641 -0.720285527855556 -0.737933259568182 -0.742771127230769 -0.740857751408889 -0.729961306484848 -0.771694014891026 -0.730872287846154 -0.746469722264444 -0.712102172743333 -0.697273921969697 -0.745678574183333 -0.731745595681818 -0.655092563141026 -0.737285194175556 -0.743914406716667 -0.701151975358974 -0.736973710640513 -0.701071996112222
"SITTING" 27 -0.749878920944444 -0.755469451219861 -0.80978883529697 -0.750707831059722 -0.763797425195833 -0.775166105454545 -0.792332334858333 -0.816174689388889 -0.766003760787879 -0.789309851333333 -0.753846931361111 -0.765400969045455 -0.683816285236111 -0.753124931548611 -0.809236422757576 -0.655953713179167 -0.722000563266667 -0.784711201834722 -0.716599355323611 -0.721490947934848 -0.7763390675875 -0.772084826236111 -0.776825156272727 -0.7201731271 -0.705737878855556 -0.751524167272727 -0.722895859168182 -0.704035450238889 -0.710410517711111 -0.670393489521212 -0.725247742902778 -0.729847034077778 -0.764284273240909 -0.669664671356944 -0.729604724444444 -0.703435741075758 -0.772518568672222 -0.742261444625 -0.816639251770833 -0.758088254748611 -0.783332034018182 -0.781160434135139 -0.704757930542424 -0.702906458655556 -0.702069133819444 -0.666189309272727 -0.739881368127778 -0.716446367113889 -0.754464691924242 -0.703217117375 -0.729565921898611 -0.759325104075758 -0.772577523065278 -0.767551417361111 -0.697636537259722 -0.736163327723788 -0.733577232384849 -0.754663151493056 -0.71153256974697 -0.668270500277778 -0.708613330163889 -0.686873473256061 -0.685905557718056 -0.743367116483333 -0.750978429338889 -0.73511939545303
"SITTING" 28 -0.804350162628205 -0.729647202869583 -0.76118756134697 -0.732817504564103 -0.699790060580278 -0.725272704075758 -0.670658637232051 -0.686692146694444 -0.727093308387879 -0.720645192730769 -0.776288176695833 -0.766190551116667 -0.692984523918718 -0.712482159502778 -0.699573146393939 -0.679468555830769 -0.662540310628205 -0.739060073055556 -0.738131332641667 -0.69689978380303 -0.720510496858974 -0.730315570283333 -0.726723665893939 -0.723650908262821 -0.764103034041667 -0.736345127643939 -0.696418004631818 -0.743942026088461 -0.752592677376389 -0.723066319954546 -0.737476322784615 -0.711487748858611 -0.714071200090909 -0.725534579751282 -0.737194323054167 -0.760391953151515 -0.757520685464103 -0.754600358006944 -0.769635033391026 -0.763445293952778 -0.742742287665151 -0.719707142435897 -0.748174647863636 -0.778062456805128 -0.733977874416667 -0.745505070136364 -0.787676915692308 -0.718732697220833 -0.693084347954545 -0.70808859267859 -0.695784193490278 -0.704097709321212 -0.70093938185718 -0.687182269544444 -0.765132033847222 -0.808213797416667 -0.818524161422727 -0.805409003385897 -0.649547055421212 -0.699614702791026 -0.721060678027778 -0.697375449893939 -0.72880797675641 -0.701916818734722 -0.721404446538889 -0.803299879040909
"SITTING" 29 -0.66891647469697 -0.745300073736842 -0.721283410610526 -0.661025513348485 -0.606290033192982 -0.658545970435088 -0.634837664848485 -0.684206306350877 -0.719659932491228 -0.721612214333333 -0.619264224266667 -0.704184177035088 -0.732555634484849 -0.756856546157895 -0.703148920380702 -0.7586658541 -0.702048214680303 -0.764639747947368 -0.666417000605263 -0.661918004122807 -0.71246872219697 -0.768032389105263 -0.779913172017544 -0.773658039545455 -0.706271797385965 -0.718067990638596 -0.759102978526316 -0.786571303272727 -0.749482291791228 -0.746373116422807 -0.770587065386364 -0.845423418210526 -0.759164072098246 -0.791732549040303 -0.757841863570175 -0.728691973210526 -0.707178196427273 -0.833251322138597 -0.65972982065303 -0.764487397561403 -0.770582709529825 -0.706934413454545 -0.797630765387895 -0.798158601350303 -0.81070006464386 -0.760399400726316 -0.767177720181818 -0.855906558947368 -0.792759761736842 -0.784214940333333 -0.710143118770175 -0.736101449968421 -0.688864027924242 -0.746122418317544 -0.729555813596491 -0.757613595649123 -0.747686804087719 -0.727672420077273 -0.843360628749123 -0.845854285683333 -0.748546095678947 -0.726723503496491 -0.768491850822879 -0.803997650461403 -0.661287834280702 -0.693707129320702
"SITTING" 30 -0.735986143189246 -0.765572593666667 -0.723723119665667 -0.797130166942029 -0.737099499461404 -0.720478214633333 -0.680876952681159 -0.678269446489474 -0.789797763576667 -0.746254833033333 -0.728888697564912 -0.647376234433333 -0.682769766278261 -0.715844060140351 -0.770238025375 -0.768165241902899 -0.671043100523623 -0.679895272282456 -0.707037274894737 -0.780104073333333 -0.673227357727536 -0.690121297326316 -0.644720206148333 -0.764855367100725 -0.781815227754386 -0.635639008383333 -0.784574897041667 -0.712991494469565 -0.729201733877193 -0.683558213481667 -0.673157202565217 -0.712982844070175 -0.799807704888333 -0.773319940865217 -0.697791992233333 -0.809125269936667 -0.709400840811594 -0.730953324268421 -0.709372519397826 -0.740441095440351 -0.823844696786667 -0.76045956435942 -0.8170949896135 -0.738982346336232 -0.779721410973684 -0.730649111892667 -0.706026263027536 -0.777105309473684 -0.722112963666667 -0.767349896544928 -0.751856380829825 -0.746011984456667 -0.687990416976812 -0.722129164526316 -0.797971103403509 -0.649663185445 -0.735566572646667 -0.7837368855 -0.682337190476667 -0.793158194475362 -0.769012190842105 -0.727263473495 -0.695129175434783 -0.690781100915789 -0.739645881919298 -0.748679985191667
"STANDING" 1 -0.729272317981482 -0.695572194666667 -0.71678028183125 -0.706615146544444 -0.706715736577193 -0.740492049341667 -0.714946075525889 -0.669133627908772 -0.759606634083333 -0.721061620155556 -0.719729641333333 -0.749463021666667 -0.745114845048148 -0.708518663578947 -0.663670691652083 -0.725044067281482 -0.770324483061352 -0.730727379131579 -0.748790195577193 -0.767079931291667 -0.837849846355556 -0.770207359673684 -0.7207923795625 -0.734709253637037 -0.766942436347368 -0.704544677670208 -0.80493196946875 -0.755439348444444 -0.803881223763158 -0.738488380714583 -0.779582554372222 -0.795572988947368 -0.769936208328854 -0.733169849833333 -0.760766926975614 -0.788948882720833 -0.792214651950556 -0.72884363395614 -0.84399508437037 -0.756147831545439 -0.766214683233333 -0.765317840275926 -0.805098514885417 -0.789907518592593 -0.818232165 -0.776895169208333 -0.717456211385185 -0.769384552333333 -0.74377367685625 -0.72623172912963 -0.796764256084211 -0.737717033402083 -0.73867280082963 -0.716511899759649 -0.792620983947368 -0.80942686180625 -0.803659373083333 -0.790627735907407 -0.7093903735625 -0.686801689185185 -0.813859408287544 -0.700640359695833 -0.730722435961111 -0.767150048807018 -0.709822656924561 -0.765991033854167
"STANDING" 2 -0.748499165044444 -0.738755200377193 -0.659315912216667 -0.771540618257778 -0.738509129326491 -0.68483029005 -0.734035392331111 -0.811333161207018 -0.765086984983333 -0.722520922475556 -0.749346266877193 -0.733155124616667 -0.700412885066667 -0.773184869017544 -0.746946022106667 -0.725825434022222 -0.718273463644444 -0.779187199578947 -0.722790243526316 -0.720223721255 -0.634605704511111 -0.715666735350877 -0.772755982546667 -0.679163755222222 -0.681969126666667 -0.684177020303333 -0.819966237805 -0.734402715111111 -0.685857172070175 -0.787981734383333 -0.698494785666667 -0.661233541433333 -0.740565531988333 -0.778598853868889 -0.751269765526316 -0.741576387593333 -0.797159631777778 -0.777976741929825 -0.756652691622222 -0.760005566219298 -0.725714866366667 -0.784533902566667 -0.822236498263333 -0.788300924924444 -0.725508656280702 -0.784485027065 -0.814021874193333 -0.712831270070175 -0.697942397966667 -0.802553283575556 -0.758203119287895 -0.654472988876667 -0.791991206988889 -0.80426926452807 -0.698589874295439 -0.699970079016667 -0.7512930171 -0.717375529422222 -0.77567334345 -0.761472674315556 -0.696003284263158 -0.6921782650305 -0.721383263791111 -0.792246786631579 -0.782083438787719 -0.706342670033333
"STANDING" 3 -0.700606596064706 -0.740232374306667 -0.667978572701754 -0.681472103843137 -0.6680412699108 -0.694612174175439 -0.766907491264706 -0.736944002177333 -0.634469094140351 -0.712201486231373 -0.658380811552 -0.689315934475439 -0.727156716803922 -0.747676271094667 -0.676857571578947 -0.743871046745098 -0.748916079176471 -0.788712002693333 -0.710750925309333 -0.776967440263158 -0.675725972411765 -0.737808314032 -0.611727455261579 -0.708595829764706 -0.692236012253333 -0.72245686 -0.626786543421053 -0.693792581666667 -0.703169794886667 -0.749311377196491 -0.73673824327451 -0.76723817322 -0.718031906066667 -0.742497873686275 -0.68278408977496 -0.779062772578947 -0.699245607372549 -0.789734039582667 -0.652681808411765 -0.742076852506667 -0.709550145361403 -0.733802918288235 -0.66978009965614 -0.735537135098039 -0.70310918276 -0.735399036752632 -0.752241474796078 -0.77478985376 -0.721575740587719 -0.672531330527451 -0.692711972469333 -0.760624269192982 -0.748246930980392 -0.715800613192 -0.67556164132 -0.661417272070175 -0.641399780087719 -0.690367344739216 -0.683489883182456 -0.676159209352941 -0.670630512906667 -0.806166234736842 -0.745709175686274 -0.700691318641333 -0.672014225942667 -0.718445775438596
"STANDING" 4 -0.742236652126984 -0.757315896351852 -0.790699879921569 -0.714870230730159 -0.686522610111111 -0.716173985929412 -0.706689813920635 -0.7263707773 -0.760598110231373 -0.736966840396825 -0.703607701228148 -0.638194575721569 -0.73323564753873 -0.727159057422222 -0.71473302427451 -0.667580522846984 -0.732278592015873 -0.739698821374074 -0.712745868481481 -0.698948953386274 -0.772090309366032 -0.736175542444444 -0.724884511131373 -0.717755309978889 -0.69006246762963 -0.692194643921569 -0.698028586392157 -0.726199211212698 -0.673144929862778 -0.646304856666667 -0.777994952126984 -0.75353826087037 -0.660535578666667 -0.639871259460317 -0.630888204296296 -0.704676900098039 -0.69834700081746 -0.706287061775926 -0.693667841063492 -0.721975369888889 -0.742464441745098 -0.682357873961905 -0.726177252843137 -0.712215923253968 -0.638084463747407 -0.663978750309804 -0.695373558873016 -0.695032291113944 -0.745062035511765 -0.673553317838095 -0.611625233548148 -0.676826751058824 -0.689076256746032 -0.709795441259259 -0.692209043231481 -0.683642934007843 -0.766990629654902 -0.735274108146032 -0.719575601280392 -0.686287525142857 -0.646248102601852 -0.70015902552549 -0.712581352445873 -0.7293613138 -0.660489204 -0.664922626811765
